time,open,high,low,close,volume,dividends,stock splits,timestamp
2023-10-26 00:00:00+00:00,1787.48193359375,1865.09521484375,1764.0130615234375,1804.039306640625,11196672635,0.0,0.0,2023-10-26 00:00:00+00:00
2023-10-27 00:00:00+00:00,1803.794921875,1804.1358642578125,1751.4400634765625,1780.0452880859375,7493399771,0.0,0.0,2023-10-27 00:00:00+00:00
2023-10-28 00:00:00+00:00,1780.084228515625,1800.6053466796875,1773.4366455078125,1776.6181640625,4226112731,0.0,0.0,2023-10-28 00:00:00+00:00
2023-10-29 00:00:00+00:00,1776.56396484375,1810.4886474609375,1766.052978515625,1795.5460205078125,4358528382,0.0,0.0,2023-10-29 00:00:00+00:00
2023-10-30 00:00:00+00:00,1795.589111328125,1829.24951171875,1779.364501953125,1810.088623046875,7534051038,0.0,0.0,2023-10-30 00:00:00+00:00
2023-10-31 00:00:00+00:00,1810.131591796875,1819.97265625,1784.567626953125,1816.458984375,6477922747,0.0,0.0,2023-10-31 00:00:00+00:00
2023-11-01 00:00:00+00:00,1815.8720703125,1858.3128662109375,1786.4095458984375,1847.0897216796875,10628825648,0.0,0.0,2023-11-01 00:00:00+00:00
2023-11-02 00:00:00+00:00,1847.2598876953125,1873.885009765625,1790.11474609375,1800.6209716796875,9004197724,0.0,0.0,2023-11-02 00:00:00+00:00
2023-11-03 00:00:00+00:00,1800.91650390625,1835.072509765625,1779.635498046875,1832.795166015625,7622864055,0.0,0.0,2023-11-03 00:00:00+00:00
2023-11-04 00:00:00+00:00,1833.368896484375,1867.2613525390625,1825.736572265625,1857.6986083984375,4845080427,0.0,0.0,2023-11-04 00:00:00+00:00
2023-11-05 00:00:00+00:00,1857.3956298828125,1911.608642578125,1848.6201171875,1894.15771484375,8867152645,0.0,0.0,2023-11-05 00:00:00+00:00
2023-11-06 00:00:00+00:00,1894.027099609375,1914.5826416015625,1871.9730224609375,1899.83740234375,8104122602,0.0,0.0,2023-11-06 00:00:00+00:00
2023-11-07 00:00:00+00:00,1900.5997314453125,1907.5614013671875,1852.7908935546875,1888.124267578125,9203228152,0.0,0.0,2023-11-07 00:00:00+00:00
2023-11-08 00:00:00+00:00,1887.1190185546875,1904.5462646484375,1874.545654296875,1889.3223876953125,6751627017,0.0,0.0,2023-11-08 00:00:00+00:00
2023-11-09 00:00:00+00:00,1888.9403076171875,2130.88525390625,1884.204345703125,2120.56103515625,24709695029,0.0,0.0,2023-11-09 00:00:00+00:00
2023-11-10 00:00:00+00:00,2121.0673828125,2134.69140625,2068.13427734375,2078.289794921875,14740624457,0.0,0.0,2023-11-10 00:00:00+00:00
2023-11-11 00:00:00+00:00,2078.058349609375,2089.530517578125,2035.0821533203125,2052.7138671875,10228351203,0.0,0.0,2023-11-11 00:00:00+00:00
2023-11-12 00:00:00+00:00,2053.11865234375,2066.00341796875,2019.028076171875,2045.18701171875,7951011698,0.0,0.0,2023-11-12 00:00:00+00:00
