time,open,high,low,close,volume,Dividends,Stock Splits,timestamp,returns,volatility,regime
2014-09-17 00:00:00+00:00,465.864013671875,468.1740112304688,452.4219970703125,457.3340148925781,21056800,0.0,0.0,1410912000,,,unknown
2014-09-18 00:00:00+00:00,456.8599853515625,456.8599853515625,413.10400390625,424.4400024414063,34483200,0.0,0.0,1410998400,-0.07192557601231164,,unknown
2014-09-19 00:00:00+00:00,424.1029968261719,427.8349914550781,384.5320129394531,394.7959899902344,37919700,0.0,0.0,1411084800,-0.06984264508683835,,unknown
2014-09-20 00:00:00+00:00,394.6730041503906,423.2959899902344,389.8829956054688,408.9039916992188,36863600,0.0,0.0,1411171200,0.03573491642945359,,unknown
2014-09-21 00:00:00+00:00,408.0849914550781,412.4259948730469,393.1809997558594,398.8210144042969,26580100,0.0,0.0,1411257600,-0.024658544547392802,,unknown
2014-09-22 00:00:00+00:00,399.1000061035156,406.9159851074219,397.1300048828125,402.1520080566406,24127600,0.0,0.0,1411344000,0.008352101649706567,,unknown
2014-09-23 00:00:00+00:00,402.0920104980469,441.5570068359375,396.1969909667969,435.7909851074219,45099500,0.0,0.0,1411430400,0.08364741783421215,,unknown
2014-09-24 00:00:00+00:00,435.7510070800781,436.1119995117188,421.1319885253906,423.2049865722656,30627700,0.0,0.0,1411516800,-0.028880814347395978,,unknown
2014-09-25 00:00:00+00:00,423.156005859375,423.5199890136719,409.4679870605469,411.5740051269531,26814400,0.0,0.0,1411603200,-0.027483091679796234,,unknown
2014-09-26 00:00:00+00:00,411.4289855957031,414.93798828125,400.0090026855469,404.4249877929688,21460800,0.0,0.0,1411689600,-0.01736994378879475,,unknown
2014-09-27 00:00:00+00:00,403.5559997558594,406.62298583984375,397.37200927734375,399.5199890136719,15029300,0.0,0.0,1411776000,-0.012128327693262775,,unknown
2014-09-28 00:00:00+00:00,399.4710083007813,401.0169982910156,374.3320007324219,377.1809997558594,23613300,0.0,0.0,1411862400,-0.055914572166871124,,unknown
2014-09-29 00:00:00+00:00,376.9280090332031,385.21099853515625,372.239990234375,375.4670104980469,32497700,0.0,0.0,1411948800,-0.00454420890480145,,unknown
2014-09-30 00:00:00+00:00,376.0880126953125,390.97698974609375,373.4429931640625,386.9440002441406,34707300,0.0,0.0,1412035200,0.030567238732558177,,unknown
2014-10-01 00:00:00+00:00,387.427001953125,391.3789978027344,380.7799987792969,383.614990234375,26229400,0.0,0.0,1412121600,-0.008603337970520819,,unknown
2014-10-02 00:00:00+00:00,383.9880065917969,385.49700927734375,372.9460144042969,375.0719909667969,21777700,0.0,0.0,1412208000,-0.0222697222086099,,unknown
2014-10-03 00:00:00+00:00,375.1809997558594,377.6950073242188,357.8590087890625,359.5119934082031,30901200,0.0,0.0,1412294400,-0.04148536263261304,,unknown
2014-10-04 00:00:00+00:00,359.8919982910156,364.4869995117188,325.885986328125,328.8659973144531,47236500,0.0,0.0,1412380800,-0.08524332054467354,,unknown
2014-10-05 00:00:00+00:00,328.9159851074219,341.8009948730469,289.2959899902344,320.510009765625,83308096,0.0,0.0,1412467200,-0.025408487399317115,,unknown
2014-10-06 00:00:00+00:00,320.3890075683594,345.1340026855469,302.5599975585937,330.0790100097656,79011800,0.0,0.0,1412553600,0.02985554258083245,,unknown
2014-10-07 00:00:00+00:00,330.5840148925781,339.2470092773437,320.48199462890625,336.18701171875,49199900,0.0,0.0,1412640000,0.018504665621736027,0.7887003741345705,unknown
2014-10-08 00:00:00+00:00,336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,54736300,0.0,0.0,1412726400,0.04983235561959076,0.789779870319236,unknown
2014-10-09 00:00:00+00:00,352.7479858398437,382.72601318359375,347.68701171875,365.0260009765625,83641104,0.0,0.0,1412812800,0.03424377642532228,0.7586990210316186,unknown
2014-10-10 00:00:00+00:00,364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,43665700,0.0,0.0,1412899200,-0.009489705523839986,0.7384868914293342,unknown
2014-10-11 00:00:00+00:00,361.3619995117188,367.1910095214844,355.95098876953125,362.2990112304688,13345200,0.0,0.0,1412985600,0.002038376510340001,0.7339213942548923,unknown
2014-10-12 00:00:00+00:00,362.6059875488281,379.4330139160156,356.1440124511719,378.5490112304688,17552800,0.0,0.0,1413072000,0.04485245473017008,0.761841047732993,unknown
2014-10-13 00:00:00+00:00,377.9209899902344,397.22601318359375,368.8970031738281,390.41400146484375,35221400,0.0,0.0,1413158400,0.031343339653187696,0.6765227495642835,unknown
2014-10-14 00:00:00+00:00,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,38491500,0.0,0.0,1413244800,0.026781810112118443,0.6803654675662715,unknown
2014-10-15 00:00:00+00:00,400.9549865722656,402.22698974609375,388.7659912109375,394.7730102539063,25267100,0.0,0.0,1413331200,-0.015209381938148914,0.6735537634485347,unknown
2014-10-16 00:00:00+00:00,394.51800537109375,398.8070068359375,373.0700073242188,382.5559997558594,26990000,0.0,0.0,1413417600,-0.030946924386217045,0.6821483815268188,unknown
2014-10-17 00:00:00+00:00,382.7560119628906,385.4779968261719,375.3890075683594,383.7579956054688,13600700,0.0,0.0,1413504000,0.0031420128043384565,0.6809803699166279,unknown
2014-10-18 00:00:00+00:00,383.97601318359375,395.1579895019531,378.9710083007813,391.4419860839844,11416800,0.0,0.0,1413590400,0.020023010768524196,0.6402457200577191,unknown
2014-10-19 00:00:00+00:00,391.2539978027344,393.9389953613281,386.4570007324219,389.5459899902344,5914570,0.0,0.0,1413676800,-0.004843619645193642,0.6403093728091263,unknown
2014-10-20 00:00:00+00:00,389.2309875488281,390.0840148925781,378.25201416015625,382.8450012207031,16419000,0.0,0.0,1413763200,-0.01720204787552615,0.6323885557994263,unknown
2014-10-21 00:00:00+00:00,382.4209899902344,392.64599609375,380.8340148925781,386.4750061035156,14188900,0.0,0.0,1413849600,0.009481656731152865,0.6323837557171536,unknown
2014-10-22 00:00:00+00:00,386.1180114746094,388.5759887695313,382.2489929199219,383.1579895019531,11641300,0.0,0.0,1413936000,-0.00858274545359361,0.6254149181065641,unknown
2014-10-23 00:00:00+00:00,382.9620056152344,385.0480041503906,356.4469909667969,358.4169921875,26456900,0.0,0.0,1414022400,-0.06457126822962156,0.6626254752265631,unknown
2014-10-24 00:00:00+00:00,358.59100341796875,364.3450012207031,353.30499267578125,358.3450012207031,15585700,0.0,0.0,1414108800,-0.0002008581299606238,0.539564173766004,unknown
2014-10-25 00:00:00+00:00,358.6109924316406,359.8609924316406,342.87701416015625,347.27099609375,18127500,0.0,0.0,1414195200,-0.03090319409850706,0.5459240013927154,unknown
2014-10-26 00:00:00+00:00,347.48699951171875,359.22100830078125,343.9309997558594,354.7040100097656,11272500,0.0,0.0,1414281600,0.02140407347467921,0.5395120088200378,unknown
2014-10-27 00:00:00+00:00,354.7770080566406,358.6319885253906,349.8089904785156,352.989013671875,13033000,0.0,0.0,1414368000,-0.004835006905739236,0.5366510317862674,unknown
2014-10-28 00:00:00+00:00,353.2149963378906,359.9840087890625,352.6789855957031,357.6180114746094,7845880,0.0,0.0,1414454400,0.013113716357861849,0.496259538209574,unknown
2014-10-29 00:00:00+00:00,357.0889892578125,357.8330078125,335.3429870605469,335.59100341796875,18192700,0.0,0.0,1414540800,-0.061593676352636795,0.5398339009481093,unknown
2014-10-30 00:00:00+00:00,335.7090148925781,350.9129943847656,335.0719909667969,345.30499267578125,30177900,0.0,0.0,1414627200,0.02894591678226255,0.5567708065020165,unknown
2014-10-31 00:00:00+00:00,345.0090026855469,348.0450134277344,337.1419982910156,338.3210144042969,12545400,0.0,0.0,1414713600,-0.020225535163465924,0.5618551312214026,unknown
2014-11-01 00:00:00+00:00,338.6499938964844,340.52899169921875,321.05499267578125,325.7489929199219,16677200,0.0,0.0,1414800000,-0.037160037210550945,0.5363245813060463,unknown
2014-11-02 00:00:00+00:00,326.07501220703125,329.04998779296875,320.6260070800781,325.8919982910156,8603620,0.0,0.0,1414886400,0.00043900479879277476,0.509337989092892,unknown
2014-11-03 00:00:00+00:00,325.5690002441406,334.00201416015625,325.4809875488281,327.5539855957031,12948500,0.0,0.0,1414972800,0.005099810100901436,0.48835514468757973,unknown
2014-11-04 00:00:00+00:00,327.1610107421875,331.7669982910156,325.0769958496094,330.49200439453125,15655500,0.0,0.0,1415059200,0.008969571209719529,0.49403544359286644,unknown
2014-11-05 00:00:00+00:00,330.6830139160156,343.3689880371094,330.6830139160156,339.4859924316406,19817200,0.0,0.0,1415145600,0.02721393533736638,0.5056628810368585,unknown
2014-11-06 00:00:00+00:00,339.4580078125,352.96600341796875,338.42401123046875,349.2900085449219,18797000,0.0,0.0,1415232000,0.02887900040604885,0.525777698849329,unknown
2014-11-07 00:00:00+00:00,349.8179931640625,352.73199462890625,341.7760009765625,342.4150085449219,16834200,0.0,0.0,1415318400,-0.019682784596788183,0.5177515998542586,unknown
2014-11-08 00:00:00+00:00,342.15399169921875,347.0320129394531,342.15399169921875,345.4880065917969,8535470,0.0,0.0,1415404800,0.008974484091493373,0.5218537343373886,unknown
2014-11-09 00:00:00+00:00,345.3760070800781,363.6260070800781,344.2550048828125,363.2640075683594,24205600,0.0,0.0,1415491200,0.0514518612438124,0.5725419304278673,unknown
2014-11-10 00:00:00+00:00,362.2650146484375,374.8160095214844,357.5610046386719,366.9240112304688,30450100,0.0,0.0,1415577600,0.010075326995947043,0.572779973182316,unknown
2014-11-11 00:00:00+00:00,365.8569946289063,371.30999755859375,363.7349853515625,367.6950073242188,15838900,0.0,0.0,1415664000,0.0021012418652148757,0.5722965840354153,unknown
2014-11-12 00:00:00+00:00,367.9849853515625,429.7179870605469,367.9849853515625,423.5610046386719,45783200,0.0,0.0,1415750400,0.1519356972535464,0.8120252337515479,unknown
2014-11-13 00:00:00+00:00,427.2730102539063,457.0929870605469,401.12298583984375,420.7349853515625,58945000,0.0,0.0,1415836800,-0.00667204784236497,0.8139327914116237,unknown
2014-11-14 00:00:00+00:00,418.4169921875,419.25201416015625,384.78900146484375,397.8179931640625,29589200,0.0,0.0,1415923200,-0.05446894835320326,0.8418070243782093,unknown
2014-11-15 00:00:00+00:00,399.6499938964844,405.5280151367188,371.0079956054688,376.1329956054688,15727500,0.0,0.0,1416009600,-0.054509846038187315,0.8796799571577995,unknown
2014-11-16 00:00:00+00:00,374.7300109863281,390.7990112304688,374.60198974609375,387.8819885253906,11905600,0.0,0.0,1416096000,0.03123627295980569,0.8862692503941368,unknown
2014-11-17 00:00:00+00:00,388.3489990234375,410.1990051269531,377.50201416015625,387.4079895019531,41518800,0.0,0.0,1416182400,-0.0012220186486088247,0.8860833807094157,unknown
2014-11-18 00:00:00+00:00,387.7850036621094,392.4020080566406,371.1170043945313,375.197998046875,32222500,0.0,0.0,1416268800,-0.031517139000605376,0.8512996909281271,unknown
2014-11-19 00:00:00+00:00,373.89599609375,386.4809875488281,373.89599609375,380.5549926757813,18931800,0.0,0.0,1416355200,0.014277780416720232,0.8461584668816415,unknown
2014-11-20 00:00:00+00:00,380.3070068359375,382.0249938964844,356.781005859375,357.8399963378906,25233200,0.0,0.0,1416441600,-0.059689129758029535,0.8853282108168871,unknown
2014-11-21 00:00:00+00:00,357.8789978027344,357.8789978027344,344.11199951171875,350.8479919433594,29850100,0.0,0.0,1416528000,-0.019539471456759827,0.8727837518116938,unknown
