time,open,high,low,close,volume,timestamp
2023-10-25 04:00:00+00:00,34127.25390625,34195.1953125,33709.109375,33855.01171875,0,1698206400
2023-10-25 08:00:00+00:00,33868.1953125,34378.8671875,33809.30078125,34199.57421875,0,1698220800
2023-10-25 12:00:00+00:00,34201.109375,34996.94921875,34201.109375,34900.921875,162101248,1698235200
2023-10-25 16:00:00+00:00,34864.07421875,35133.7578125,34451.5703125,34786.3984375,0,1698249600
2023-10-25 20:00:00+00:00,34761.78515625,34845.02734375,34367.515625,34493.9765625,110284800,1698264000
2023-10-26 00:00:00+00:00,34504.2890625,34832.91015625,34449.296875,34805.44140625,0,1698278400
2023-10-26 04:00:00+00:00,34807.421875,34814.44921875,34451.484375,34648.0390625,180426752,1698292800
2023-10-26 08:00:00+00:00,34661.6953125,34738.3671875,33983.0,34107.55078125,348930048,1698307200
2023-10-26 12:00:00+00:00,34110.72265625,34365.65625,33875.77734375,34036.703125,0,1698321600
2023-10-26 16:00:00+00:00,34039.84765625,34079.1484375,33762.32421875,34052.015625,0,1698336000
2023-10-26 20:00:00+00:00,34060.47265625,34279.3984375,34052.78125,34155.5,0,1698350400
2023-10-27 00:00:00+00:00,34156.5,34166.27734375,33797.1328125,34122.9765625,145901568,1698364800
2023-10-27 04:00:00+00:00,34123.49609375,34238.2109375,33964.18359375,33964.39453125,0,1698379200
2023-10-27 08:00:00+00:00,33950.3046875,34180.5234375,33950.3046875,34042.41796875,0,1698393600
2023-10-27 12:00:00+00:00,34045.78125,34201.7734375,33866.015625,33979.48046875,70245376,1698408000
2023-10-27 16:00:00+00:00,33995.5390625,34029.11328125,33416.88671875,33673.015625,1389986816,1698422400
2023-10-27 20:00:00+00:00,33683.55078125,33939.8203125,33683.55078125,33907.77734375,47242240,1698436800
2023-10-28 00:00:00+00:00,33907.72265625,34101.47265625,33874.8046875,34067.7734375,0,1698451200
2023-10-28 04:00:00+00:00,34066.0625,34177.84765625,34034.6015625,34047.71875,0,1698465600
2023-10-28 08:00:00+00:00,34051.5078125,34399.390625,34043.33203125,34181.44140625,701510656,1698480000
2023-10-28 12:00:00+00:00,34187.11328125,34234.4765625,33979.57421875,34186.3359375,0,1698494400
2023-10-28 16:00:00+00:00,34194.953125,34196.3671875,34085.453125,34129.09375,0,1698508800
2023-10-28 20:00:00+00:00,34125.68359375,34199.28125,34074.69140625,34089.25,0,1698523200
2023-10-29 00:00:00+00:00,34089.37109375,34104.2109375,33965.953125,33982.60546875,122840064,1698537600
2023-10-29 04:00:00+00:00,33978.703125,34135.75,33947.56640625,34100.32421875,0,1698552000
2023-10-29 08:00:00+00:00,34099.0703125,34319.04296875,34098.5703125,34288.43359375,161497088,1698566400
2023-10-29 12:00:00+00:00,34268.57421875,34561.5625,34268.57421875,34450.828125,504311296,1698580800
2023-10-29 16:00:00+00:00,34454.84375,34743.26171875,34385.35546875,34581.2265625,1245321216,1698595200
2023-10-29 20:00:00+00:00,34578.2890625,34724.3984375,34463.828125,34535.76953125,853767168,1698609600
2023-10-30 00:00:00+00:00,34531.7421875,34577.84765625,34253.67578125,34280.8359375,971760640,1698624000
2023-10-30 04:00:00+00:00,34279.52734375,34357.265625,34175.71875,34212.9765625,1093148672,1698638400
2023-10-30 08:00:00+00:00,34211.0703125,34660.046875,34181.26953125,34607.12109375,1616889856,1698652800
2023-10-30 12:00:00+00:00,34612.08203125,34843.93359375,34516.7421875,34661.28125,1659641856,1698667200
2023-10-30 16:00:00+00:00,34664.75390625,34664.75390625,34110.97265625,34421.6640625,1392410624,1698681600
2023-10-30 20:00:00+00:00,34448.07421875,34580.73046875,34344.53515625,34505.4296875,277755904,1698696000
2023-10-31 00:00:00+00:00,34500.078125,34613.2890625,34236.3203125,34240.9921875,646824960,1698710400
2023-10-31 04:00:00+00:00,34240.23828125,34355.796875,34120.0546875,34153.90234375,723275776,1698724800
2023-10-31 08:00:00+00:00,34159.93359375,34548.13671875,34083.30859375,34518.58203125,301877248,1698739200
2023-10-31 12:00:00+00:00,34516.10546875,34526.921875,34161.84765625,34290.8984375,62582784,1698753600
2023-10-31 16:00:00+00:00,34288.87890625,34569.53125,34258.10546875,34493.5078125,0,1698768000
2023-10-31 20:00:00+00:00,34542.81640625,34719.25390625,34453.9765625,34668.41015625,970741760,1698782400
2023-11-01 00:00:00+00:00,34657.2734375,34666.66015625,34424.875,34450.3828125,444417024,1698796800
2023-11-01 04:00:00+00:00,34443.53125,34497.53515625,34334.90234375,34466.55859375,177147904,1698811200
2023-11-01 08:00:00+00:00,34456.09765625,34500.86328125,34359.015625,34444.73828125,0,1698825600
2023-11-01 12:00:00+00:00,34431.94921875,35145.33984375,34170.69140625,34293.30078125,3887114240,1698840000
2023-11-01 16:00:00+00:00,34296.86328125,34721.26953125,34294.62890625,34555.45703125,1352073216,1698854400
2023-11-01 20:00:00+00:00,34576.54296875,35527.9296875,34561.5546875,35439.4921875,3340259328,1698868800
2023-11-02 00:00:00+00:00,35441.578125,35919.84375,35392.13671875,35610.140625,2201489408,1698883200
2023-11-02 04:00:00+00:00,35599.65234375,35620.36328125,35111.12109375,35269.953125,1185445888,1698897600
2023-11-02 08:00:00+00:00,35301.84765625,35485.8671875,35130.234375,35392.6796875,1401823232,1698912000
2023-11-02 12:00:00+00:00,35393.2265625,35468.48046875,34583.94140625,34690.9296875,48269312,1698926400
2023-11-02 16:00:00+00:00,34659.15625,35016.3671875,34401.57421875,35016.3671875,1078439936,1698940800
2023-11-02 20:00:00+00:00,34992.74609375,35098.01953125,34748.0625,34939.60546875,0,1698955200
2023-11-03 00:00:00+00:00,34942.47265625,34942.47265625,34408.44921875,34706.49609375,211290112,1698969600
2023-11-03 04:00:00+00:00,34706.12109375,34707.2578125,34358.86328125,34378.15234375,100665344,1698984000
2023-11-03 08:00:00+00:00,34442.12109375,34555.8984375,34154.75,34255.9765625,805429248,1698998400
2023-11-03 12:00:00+00:00,34188.16015625,34853.45703125,34188.16015625,34817.296875,242259968,1699012800
2023-11-03 16:00:00+00:00,34789.25390625,34816.8359375,34383.734375,34502.44921875,6989824,1699027200
2023-11-03 20:00:00+00:00,34598.80859375,34742.07421875,34592.484375,34733.31640625,0,1699041600
2023-11-04 00:00:00+00:00,34736.32421875,34792.9609375,34661.05859375,34728.328125,0,1699056000
2023-11-04 04:00:00+00:00,34724.96484375,34960.5234375,34616.69140625,34793.765625,433821696,1699070400
2023-11-04 08:00:00+00:00,34786.63671875,34885.78515625,34709.7890625,34709.7890625,0,1699084800
2023-11-04 12:00:00+00:00,34732.07421875,34805.51953125,34689.58203125,34728.83984375,0,1699099200
2023-11-04 16:00:00+00:00,34734.1484375,34810.51953125,34716.48046875,34768.671875,0,1699113600
2023-11-04 20:00:00+00:00,34767.078125,35256.03125,34747.94140625,35076.4453125,704190464,1699128000
2023-11-05 00:00:00+00:00,35090.01171875,35321.26171875,34974.65625,35321.26171875,371110912,1699142400
2023-11-05 04:00:00+00:00,35296.9453125,35327.01171875,35071.58984375,35193.890625,408317952,1699156800
2023-11-05 08:00:00+00:00,35191.49609375,35213.328125,35052.09765625,35098.64453125,288253952,1699171200
2023-11-05 12:00:00+00:00,35110.578125,35191.91796875,34849.3203125,34928.4921875,784818176,1699185600
2023-11-05 16:00:00+00:00,34916.70703125,35241.2421875,34901.359375,35015.38671875,917500928,1699200000
2023-11-05 20:00:00+00:00,35018.0078125,35340.33984375,34594.2421875,35053.41015625,778995712,1699214400
2023-11-06 00:00:00+00:00,35044.7890625,35135.07421875,34871.04296875,34997.828125,327062528,1699228800
2023-11-06 04:00:00+00:00,35009.109375,35040.83984375,34765.36328125,34915.37109375,121743360,1699243200
2023-11-06 08:00:00+00:00,34922.96484375,35286.02734375,34874.97265625,35241.33984375,602505216,1699257600
2023-11-06 12:00:00+00:00,35251.6796875,35271.5546875,34943.51171875,35084.32421875,682296320,1699272000
2023-11-06 16:00:00+00:00,35089.2734375,35113.50390625,34839.359375,35071.375,485130240,1699286400
2023-11-06 20:00:00+00:00,35069.453125,35138.92578125,34924.60546875,35038.59765625,125857792,1699300800
2023-11-07 00:00:00+00:00,35047.79296875,35064.66796875,34822.203125,34929.7890625,182372352,1699315200
2023-11-07 04:00:00+00:00,34930.54296875,34979.1953125,34842.265625,34951.9296875,393004032,1699329600
2023-11-07 08:00:00+00:00,34948.78125,34990.0,34602.90625,34638.75,680047616,1699344000
2023-11-07 12:00:00+00:00,34635.62890625,34858.765625,34545.81640625,34728.328125,192130048,1699358400
2023-11-07 16:00:00+00:00,34733.26171875,35550.1171875,34613.0234375,35479.84765625,2930593792,1699372800
2023-11-07 20:00:00+00:00,35474.7265625,35892.41796875,35256.41796875,35448.28125,2558982144,1699387200
2023-11-08 00:00:00+00:00,35419.4765625,35439.8984375,35261.625,35273.87109375,0,1699401600
2023-11-08 04:00:00+00:00,35289.63671875,35371.515625,35193.12109375,35234.05859375,166752256,1699416000
2023-11-08 08:00:00+00:00,35238.7421875,35444.546875,35219.17578125,35343.34765625,149704704,1699430400
2023-11-08 12:00:00+00:00,35342.1953125,35464.36328125,35147.80078125,35224.5859375,93288448,1699444800
2023-11-08 16:00:00+00:00,35233.04296875,35745.7109375,35189.34765625,35658.39453125,317286400,1699459200
2023-11-08 20:00:00+00:00,35627.52734375,35994.41796875,35429.2578125,35693.82421875,1560929280,1699473600
2023-11-09 00:00:00+00:00,35633.6328125,36514.046875,35592.1015625,36426.12109375,3782311936,1699488000
2023-11-09 04:00:00+00:00,36439.02734375,36822.171875,36439.02734375,36567.84375,2663964672,1699502400
2023-11-09 08:00:00+00:00,36555.62109375,36972.99609375,36552.0078125,36823.5390625,1753470976,1699516800
2023-11-09 12:00:00+00:00,36825.02734375,37926.2578125,36795.46484375,37113.6484375,7942707200,1699531200
2023-11-09 16:00:00+00:00,37100.9375,37203.9765625,35893.9140625,36365.09375,5313452032,1699545600
2023-11-09 20:00:00+00:00,36384.71875,36778.921875,36153.10546875,36718.30078125,200286208,1699560000
2023-11-10 00:00:00+00:00,36702.25,36905.51953125,36479.57421875,36741.98828125,0,1699574400
2023-11-10 04:00:00+00:00,36737.55078125,36794.953125,36451.48828125,36451.48828125,0,1699588800
2023-11-10 08:00:00+00:00,36442.28125,37119.03125,36362.75390625,37092.71875,980867072,1699603200
2023-11-10 12:00:00+00:00,37075.5078125,37245.77734375,36877.13671875,37094.8046875,74831872,1699617600
2023-11-10 16:00:00+00:00,37090.76171875,37456.16015625,37090.76171875,37246.84765625,0,1699632000
2023-11-10 20:00:00+00:00,37243.25390625,37493.80078125,37121.66796875,37322.51953125,0,1699646400
2023-11-11 00:00:00+00:00,37310.0703125,37407.09375,36944.33984375,37062.84765625,279965696,1699660800
2023-11-11 04:00:00+00:00,37063.30859375,37143.203125,36963.34765625,37020.66015625,0,1699675200
2023-11-11 08:00:00+00:00,37026.609375,37062.6015625,36940.15234375,37012.57421875,0,1699689600
2023-11-11 12:00:00+00:00,37013.01171875,37285.94140625,36983.07421875,37095.20703125,0,1699704000
2023-11-11 16:00:00+00:00,37083.76953125,37189.9609375,37058.79296875,37159.74609375,0,1699718400
2023-11-11 20:00:00+00:00,37157.44921875,37158.1328125,36773.66796875,37128.8125,103660544,1699732800
2023-11-12 00:00:00+00:00,37133.9921875,37168.24609375,36779.1171875,36989.6640625,171926528,1699747200
2023-11-12 04:00:00+00:00,36988.15234375,37179.87890625,36938.62109375,37141.91796875,27313152,1699761600
2023-11-12 08:00:00+00:00,37137.13671875,37137.30078125,37042.1875,37075.5859375,4366336,1699776000
2023-11-12 12:00:00+00:00,37070.01953125,37227.69140625,36970.4921875,37178.95703125,32672768,1699790400
2023-11-12 16:00:00+00:00,37173.90234375,37204.3828125,37073.3359375,37105.39453125,51575808,1699804800
2023-11-12 20:00:00+00:00,37107.6484375,37211.359375,36973.6328125,37039.4296875,103905280,1699819200
2023-11-13 00:00:00+00:00,37070.3046875,37405.1171875,36902.3984375,36902.3984375,1127804928,1699833600
2023-11-13 04:00:00+00:00,36937.16015625,37050.2734375,36844.22265625,36976.7421875,750969856,1699848000
2023-11-13 08:00:00+00:00,36977.7265625,37055.8984375,36767.19921875,36827.22265625,794571776,1699862400
2023-11-13 12:00:00+00:00,36828.93359375,36954.5859375,36636.6015625,36825.37109375,1835840512,1699876800
2023-11-13 16:00:00+00:00,36844.23828125,37011.515625,36627.3984375,36853.73046875,1409291264,1699891200
2023-11-13 20:00:00+00:00,36857.875,36878.3046875,36399.60546875,36516.02734375,1920129024,1699905600
2023-11-14 00:00:00+00:00,36491.7890625,36496.30859375,36225.578125,36460.3671875,448313344,1699920000
2023-11-14 04:00:00+00:00,36457.01171875,36722.0234375,36399.38671875,36704.80078125,147032064,1699934400
2023-11-14 08:00:00+00:00,36707.421875,36753.3515625,36261.234375,36296.01171875,616810496,1699948800
2023-11-14 12:00:00+00:00,36285.30859375,36693.16796875,36003.72265625,36136.88671875,1439365120,1699963200
2023-11-14 16:00:00+00:00,36150.43359375,36384.0390625,34948.5,35299.171875,3816220672,1699977600
2023-11-14 20:00:00+00:00,35299.30078125,35674.48046875,35239.68359375,35534.1171875,491249664,1699992000
2023-11-15 00:00:00+00:00,35548.11328125,35651.65234375,35383.78125,35396.34375,545857536,1700006400
2023-11-15 04:00:00+00:00,35392.45703125,35669.27734375,35392.45703125,35594.78125,813694976,1700020800
2023-11-15 08:00:00+00:00,35591.60546875,36274.64453125,35591.60546875,36264.60546875,754221056,1700035200
2023-11-15 12:00:00+00:00,36248.17578125,36389.1640625,36031.0625,36389.1640625,323074048,1700049600
2023-11-15 16:00:00+00:00,36401.59375,37738.08984375,36302.90625,37481.91015625,1835882496,1700064000
