time,open,high,low,close,volume,timestamp,dividends,stock splits
2023-10-26 00:00:00+00:00,32.461856842041016,33.22134017944336,31.704833984375,31.892616271972656,2287488,2023-10-26 00:00:00+00:00,0,0
2023-10-26 12:00:00+00:00,31.87973976135254,33.188499450683594,30.797067642211914,32.77197265625,95546944,2023-10-26 12:00:00+00:00,0,0
2023-10-27 00:00:00+00:00,32.77643585205078,33.03325653076172,31.907711029052734,32.62214660644531,43979520,2023-10-27 00:00:00+00:00,0,0
2023-10-27 12:00:00+00:00,32.61803436279297,33.30240249633789,31.52513885498047,31.73908042907715,118876352,2023-10-27 12:00:00+00:00,0,0
2023-10-28 00:00:00+00:00,31.73992156982422,32.47547149658203,31.713817596435547,32.22710418701172,0,2023-10-28 00:00:00+00:00,0,0
2023-10-28 12:00:00+00:00,32.226810455322266,32.226810455322266,31.50631332397461,31.652542114257812,490816,2023-10-28 12:00:00+00:00,0,0
2023-10-29 00:00:00+00:00,31.652101516723633,32.35390853881836,31.434202194213867,32.291954040527344,48050560,2023-10-29 00:00:00+00:00,0,0
2023-10-29 12:00:00+00:00,32.28908157348633,33.13132858276367,32.222801208496094,32.81486511230469,146080608,2023-10-29 12:00:00+00:00,0,0
2023-10-30 00:00:00+00:00,32.819034576416016,35.020751953125,32.39456558227539,34.93870162963867,459022912,2023-10-30 00:00:00+00:00,0,0
2023-10-30 12:00:00+00:00,34.93965530395508,35.17289352416992,34.42709732055664,34.96265411376953,158981888,2023-10-30 12:00:00+00:00,0,0
2023-10-31 00:00:00+00:00,34.95983123779297,36.8802375793457,34.9084358215332,36.60359573364258,363363712,2023-10-31 00:00:00+00:00,0,0
2023-10-31 12:00:00+00:00,36.606571197509766,38.54643249511719,35.7991828918457,38.54643249511719,362969728,2023-10-31 12:00:00+00:00,0,0
2023-11-01 00:00:00+00:00,38.513057708740234,39.71979522705078,37.96105194091797,39.22923278808594,198514432,2023-11-01 00:00:00+00:00,0,0
2023-11-01 12:00:00+00:00,39.229610443115234,46.25090026855469,38.913753509521484,41.460086822509766,1981227904,2023-11-01 12:00:00+00:00,0,0
2023-11-02 00:00:00+00:00,41.385948181152344,44.48433303833008,41.239097595214844,44.44073486328125,336261376,2023-11-02 00:00:00+00:00,0,0
2023-11-02 12:00:00+00:00,44.44960403442383,44.4891242980957,38.975345611572266,40.21016311645508,129271040,2023-11-02 12:00:00+00:00,0,0
2023-11-03 00:00:00+00:00,40.208927154541016,40.22572326660156,38.21837615966797,39.04148864746094,104179712,2023-11-03 00:00:00+00:00,0,0
2023-11-03 12:00:00+00:00,38.90859603881836,40.005615234375,38.79787063598633,39.52616882324219,20687360,2023-11-03 12:00:00+00:00,0,0
2023-11-04 00:00:00+00:00,39.515018463134766,42.605892181396484,39.168792724609375,41.562652587890625,124352896,2023-11-04 00:00:00+00:00,0,0
2023-11-04 12:00:00+00:00,41.551090240478516,42.69524002075195,41.11545181274414,42.32890701293945,16943872,2023-11-04 12:00:00+00:00,0,0
2023-11-05 00:00:00+00:00,42.44585037231445,42.80353927612305,41.24755859375,41.66606903076172,1769600,2023-11-05 00:00:00+00:00,0,0
2023-11-05 12:00:00+00:00,41.68528366088867,41.85350036621094,40.380126953125,41.2442512512207,38903616,2023-11-05 12:00:00+00:00,0,0
2023-11-06 00:00:00+00:00,41.238563537597656,41.80546569824219,39.825077056884766,40.398460388183594,79157312,2023-11-06 00:00:00+00:00,0,0
2023-11-06 12:00:00+00:00,40.39157485961914,42.155067443847656,39.99446105957031,42.101043701171875,168820928,2023-11-06 12:00:00+00:00,0,0
2023-11-07 00:00:00+00:00,42.13777160644531,42.235599517822266,40.319908142089844,41.131736755371094,154942656,2023-11-07 00:00:00+00:00,0,0
2023-11-07 12:00:00+00:00,41.126827239990234,44.42584991455078,40.85609817504883,43.10243225097656,740123392,2023-11-07 12:00:00+00:00,0,0
2023-11-08 00:00:00+00:00,43.08591842651367,43.805057525634766,42.39422607421875,43.38023376464844,1761280,2023-11-08 00:00:00+00:00,0,0
