time,open,high,low,close,volume,timestamp,dividends,stock splits
2023-10-26 00:00:00+00:00,32.461856842041016,32.70323944091797,31.980955123901367,32.67881774902344,0,2023-10-26 00:00:00+00:00,0,0
2023-10-26 04:00:00+00:00,32.697322845458984,33.22134017944336,32.110809326171875,32.831642150878906,2287488,2023-10-26 04:00:00+00:00,0,0
2023-10-26 08:00:00+00:00,32.83224105834961,32.916839599609375,31.704833984375,31.892616271972656,0,2023-10-26 08:00:00+00:00,0,0
2023-10-26 12:00:00+00:00,31.87973976135254,32.33317565917969,31.037437438964844,31.314367294311523,28517056,2023-10-26 12:00:00+00:00,0,0
2023-10-26 16:00:00+00:00,31.315166473388672,31.593612670898438,30.797067642211914,31.55238151550293,0,2023-10-26 16:00:00+00:00,0,0
2023-10-26 20:00:00+00:00,31.547128677368164,33.188499450683594,31.535907745361328,32.77197265625,67029888,2023-10-26 20:00:00+00:00,0,0
2023-10-27 00:00:00+00:00,32.77643585205078,32.800743103027344,31.907711029052734,32.38990783691406,22127488,2023-10-27 00:00:00+00:00,0,0
2023-10-27 04:00:00+00:00,32.38343048095703,32.8729133605957,32.20627975463867,32.37474822998047,6813568,2023-10-27 04:00:00+00:00,0,0
2023-10-27 08:00:00+00:00,32.363059997558594,33.03325653076172,32.290950775146484,32.62214660644531,15038464,2023-10-27 08:00:00+00:00,0,0
2023-10-27 12:00:00+00:00,32.61803436279297,33.30240249633789,32.023746490478516,32.244667053222656,70006912,2023-10-27 12:00:00+00:00,0,0
2023-10-27 16:00:00+00:00,32.24534225463867,32.43781661987305,31.52513885498047,31.93476676940918,48869440,2023-10-27 16:00:00+00:00,0,0
2023-10-27 20:00:00+00:00,31.933744430541992,32.22474670410156,31.569686889648438,31.73908042907715,0,2023-10-27 20:00:00+00:00,0,0
2023-10-28 00:00:00+00:00,31.73992156982422,32.34299850463867,31.713817596435547,32.318809509277344,0,2023-10-28 00:00:00+00:00,0,0
2023-10-28 04:00:00+00:00,32.32135009765625,32.437957763671875,32.109371185302734,32.290863037109375,0,2023-10-28 04:00:00+00:00,0,0
2023-10-28 08:00:00+00:00,32.2903938293457,32.47547149658203,32.10304641723633,32.22710418701172,0,2023-10-28 08:00:00+00:00,0,0
2023-10-28 12:00:00+00:00,32.226810455322266,32.226810455322266,31.728004455566406,32.01884078979492,0,2023-10-28 12:00:00+00:00,0,0
2023-10-28 16:00:00+00:00,32.019325256347656,32.07192611694336,31.611881256103516,31.63501739501953,0,2023-10-28 16:00:00+00:00,0,0
2023-10-28 20:00:00+00:00,31.626522064208984,31.991792678833008,31.50631332397461,31.652542114257812,490816,2023-10-28 20:00:00+00:00,0,0
2023-10-29 00:00:00+00:00,31.652101516723633,31.8135929107666,31.434202194213867,31.6018009185791,4973152,2023-10-29 00:00:00+00:00,0,0
2023-10-29 04:00:00+00:00,31.602190017700195,32.31369400024414,31.57818031311035,32.287025451660156,31717408,2023-10-29 04:00:00+00:00,0,0
2023-10-29 08:00:00+00:00,32.28776168823242,32.35390853881836,32.178131103515625,32.291954040527344,11360000,2023-10-29 08:00:00+00:00,0,0
2023-10-29 12:00:00+00:00,32.28908157348633,32.67119216918945,32.222801208496094,32.62111282348633,33883424,2023-10-29 12:00:00+00:00,0,0
2023-10-29 16:00:00+00:00,32.621238708496094,33.13132858276367,32.595027923583984,33.01471710205078,84786496,2023-10-29 16:00:00+00:00,0,0
2023-10-29 20:00:00+00:00,33.0130615234375,33.035011291503906,32.610626220703125,32.81486511230469,27410688,2023-10-29 20:00:00+00:00,0,0
2023-10-30 00:00:00+00:00,32.819034576416016,33.01298141479492,32.58159637451172,32.7460823059082,33781184,2023-10-30 00:00:00+00:00,0,0
2023-10-30 04:00:00+00:00,32.74980926513672,32.965885162353516,32.39456558227539,32.592838287353516,18659392,2023-10-30 04:00:00+00:00,0,0
2023-10-30 08:00:00+00:00,32.594425201416016,35.020751953125,32.529296875,34.93870162963867,406582336,2023-10-30 08:00:00+00:00,0,0
2023-10-30 12:00:00+00:00,34.93965530395508,35.17289352416992,34.58073425292969,35.108009338378906,106394176,2023-10-30 12:00:00+00:00,0,0
