time,open,high,low,close,volume,dividends,stock splits
2023-10-29 00:00:00+00:00,1776.56396484375,1781.8695068359375,1774.626220703125,1778.85595703125,0,0.0,0.0
2023-10-29 01:00:00+00:00,1778.66259765625,1779.1536865234375,1766.052978515625,1774.6810302734375,93074432,0.0,0.0
2023-10-29 02:00:00+00:00,1774.33740234375,1777.3065185546875,1772.540771484375,1777.3065185546875,0,0.0,0.0
2023-10-29 03:00:00+00:00,1777.791015625,1777.8443603515625,1773.4810791015625,1775.1820068359375,0,0.0,0.0
2023-10-29 04:00:00+00:00,1775.263916015625,1778.7733154296875,1773.19189453125,1777.871826171875,0,0.0,0.0
2023-10-29 05:00:00+00:00,1777.7740478515625,1778.553466796875,1775.2000732421875,1776.86669921875,0,0.0,0.0
2023-10-29 06:00:00+00:00,1776.871826171875,1782.7110595703125,1776.0804443359375,1780.4034423828125,0,0.0,0.0
2023-10-29 07:00:00+00:00,1780.491943359375,1784.24658203125,1780.1441650390625,1783.451171875,0,0.0,0.0
2023-10-29 08:00:00+00:00,1783.630859375,1788.87353515625,1783.630859375,1788.87353515625,0,0.0,0.0
2023-10-29 09:00:00+00:00,1789.2376708984375,1792.2611083984375,1786.901611328125,1788.910400390625,54913280,0.0,0.0
2023-10-29 10:00:00+00:00,1788.840087890625,1789.0850830078125,1784.2412109375,1784.361328125,0,0.0,0.0
2023-10-29 11:00:00+00:00,1784.521484375,1793.0750732421875,1784.0377197265625,1790.1202392578125,0,0.0,0.0
2023-10-29 12:00:00+00:00,1789.394287109375,1796.5390625,1788.94091796875,1796.5390625,0,0.0,0.0
2023-10-29 13:00:00+00:00,1797.515869140625,1800.4140625,1792.716796875,1792.8096923828125,0,0.0,0.0
2023-10-29 14:00:00+00:00,1792.9921875,1799.181640625,1789.6937255859375,1795.127197265625,120599808,0.0,0.0
2023-10-29 15:00:00+00:00,1795.366943359375,1798.41796875,1791.2406005859375,1792.5836181640625,62635776,0.0,0.0
2023-10-29 16:00:00+00:00,1792.685302734375,1793.3895263671875,1788.7962646484375,1789.70703125,8790528,0.0,0.0
2023-10-29 17:00:00+00:00,1789.672607421875,1807.084228515625,1788.841552734375,1797.1124267578125,197334528,0.0,0.0
2023-10-29 18:00:00+00:00,1795.173828125,1802.41455078125,1794.4744873046875,1796.6778564453125,157762816,0.0,0.0
2023-10-29 19:00:00+00:00,1796.7568359375,1796.7568359375,1790.21337890625,1793.64306640625,61409536,0.0,0.0
2023-10-29 20:00:00+00:00,1793.576904296875,1798.138427734375,1793.576904296875,1797.4998779296875,0,0.0,0.0
2023-10-29 21:00:00+00:00,1797.7265625,1804.06201171875,1795.43603515625,1795.43603515625,57664000,0.0,0.0
2023-10-29 22:00:00+00:00,1793.7266845703125,1810.4886474609375,1793.7266845703125,1806.1090087890625,75792384,0.0,0.0
2023-10-29 23:00:00+00:00,1805.9876708984375,1805.9876708984375,1794.198974609375,1795.319091796875,74078208,0.0,0.0
2023-10-30 00:00:00+00:00,1795.589111328125,1797.53173828125,1790.2078857421875,1793.8011474609375,44489728,0.0,0.0
2023-10-30 01:00:00+00:00,1793.8751220703125,1798.586669921875,1793.0250244140625,1793.407470703125,0,0.0,0.0
2023-10-30 02:00:00+00:00,1793.283203125,1794.2840576171875,1781.3316650390625,1784.7164306640625,282010624,0.0,0.0
2023-10-30 03:00:00+00:00,1784.81640625,1785.4940185546875,1780.508056640625,1784.02685546875,65351680,0.0,0.0
2023-10-30 04:00:00+00:00,1783.5634765625,1787.611572265625,1783.0111083984375,1786.4012451171875,29497344,0.0,0.0
2023-10-30 05:00:00+00:00,1786.352783203125,1787.9664306640625,1781.5789794921875,1782.6048583984375,28172288,0.0,0.0
2023-10-30 06:00:00+00:00,1782.631103515625,1788.1522216796875,1779.364501953125,1787.2528076171875,88641024,0.0,0.0
2023-10-30 07:00:00+00:00,1787.2862548828125,1792.0753173828125,1783.771240234375,1787.84326171875,152549376,0.0,0.0
2023-10-30 08:00:00+00:00,1787.8760986328125,1821.05126953125,1785.4296875,1820.5904541015625,726172672,0.0,0.0
2023-10-30 09:00:00+00:00,1820.1741943359375,1827.1298828125,1818.2906494140625,1818.610595703125,307855360,0.0,0.0
2023-10-30 10:00:00+00:00,1817.329345703125,1819.1502685546875,1808.8258056640625,1813.755126953125,405669376,0.0,0.0
2023-10-30 11:00:00+00:00,1814.0074462890625,1817.6947021484375,1808.69970703125,1815.789794921875,101092352,0.0,0.0
2023-10-30 12:00:00+00:00,1815.5467529296875,1820.4559326171875,1808.078369140625,1809.6673583984375,193584640,0.0,0.0
2023-10-30 13:00:00+00:00,1810.2939453125,1821.1473388671875,1806.7181396484375,1819.0799560546875,158669824,0.0,0.0
2023-10-30 14:00:00+00:00,1819.689208984375,1829.24951171875,1813.3045654296875,1818.9783935546875,252965888,0.0,0.0
2023-10-30 15:00:00+00:00,1819.338623046875,1822.607177734375,1814.5447998046875,1819.842041015625,30847488,0.0,0.0
2023-10-30 16:00:00+00:00,1819.9681396484375,1819.9681396484375,1810.343505859375,1813.273681640625,76587008,0.0,0.0
2023-10-30 17:00:00+00:00,1813.3487548828125,1813.8072509765625,1784.9459228515625,1798.261474609375,329921536,0.0,0.0
2023-10-30 18:00:00+00:00,1798.07861328125,1801.8507080078125,1798.07861328125,1799.7806396484375,0,0.0,0.0
2023-10-30 19:00:00+00:00,1799.5013427734375,1804.8262939453125,1797.8843994140625,1803.281005859375,184592896,0.0,0.0
2023-10-30 20:00:00+00:00,1801.953857421875,1802.1431884765625,1797.725830078125,1802.1431884765625,49657344,0.0,0.0
2023-10-30 21:00:00+00:00,1802.0205078125,1815.7742919921875,1800.8472900390625,1812.8907470703125,72470016,0.0,0.0
2023-10-30 22:00:00+00:00,1812.5560302734375,1812.652587890625,1808.202392578125,1810.2744140625,0,0.0,0.0
2023-10-30 23:00:00+00:00,1810.1517333984375,1811.81640625,1808.2001953125,1810.316650390625,0,0.0,0.0
2023-10-31 00:00:00+00:00,1810.131591796875,1819.97265625,1808.6883544921875,1813.298095703125,92658176,0.0,0.0
2023-10-31 01:00:00+00:00,1813.5338134765625,1814.1156005859375,1804.5697021484375,1811.96044921875,36267520,0.0,0.0
2023-10-31 02:00:00+00:00,1811.9722900390625,1812.4591064453125,1800.4976806640625,1804.6094970703125,0,0.0,0.0
2023-10-31 03:00:00+00:00,1804.5478515625,1805.1058349609375,1795.6732177734375,1796.1492919921875,144336384,0.0,0.0
2023-10-31 04:00:00+00:00,1796.2701416015625,1800.974853515625,1794.8555908203125,1800.6611328125,28882432,0.0,0.0
2023-10-31 05:00:00+00:00,1800.73583984375,1804.660400390625,1796.96533203125,1802.255859375,127392256,0.0,0.0
2023-10-31 06:00:00+00:00,1802.1552734375,1805.105712890625,1792.24169921875,1796.5723876953125,99112448,0.0,0.0
2023-10-31 07:00:00+00:00,1795.9693603515625,1798.7177734375,1790.501708984375,1791.0787353515625,0,0.0,0.0
2023-10-31 08:00:00+00:00,1791.4248046875,1802.9359130859375,1786.0235595703125,1801.2169189453125,0,0.0,0.0
2023-10-31 09:00:00+00:00,1802.4671630859375,1804.2242431640625,1798.8614501953125,1803.9063720703125,0,0.0,0.0
