time,open,high,low,close,volume,Dividends,Stock Splits,timestamp,returns,volatility,regime
2014-12-26 00:00:00+00:00,319.1520080566406,331.42401123046875,316.62701416015625,327.92401123046875,16410500,0.0,0.0,1419552000,0.027949191706237997,0.487287234101497,trending
2014-12-27 00:00:00+00:00,327.5830078125,328.9110107421875,312.6300048828125,315.8630065917969,15185200,0.0,0.0,1419638400,-0.036779876512901266,0.5028868255578969,trending
2014-12-28 00:00:00+00:00,316.1600036621094,320.02801513671875,311.0780029296875,317.239013671875,11676600,0.0,0.0,1419724800,0.004356341361166027,0.49041604409285217,trending
2014-12-29 00:00:00+00:00,317.70098876953125,320.2669982910156,312.3070068359375,312.6700134277344,12302500,0.0,0.0,1419811200,-0.014402390775512863,0.48326527858020085,trending
2015-01-13 00:00:00+00:00,267.3940124511719,268.2770080566406,219.906005859375,225.86099243164065,72843904,0.0,0.0,1421107200,-0.1565930750498652,0.9642594547283868,trending
2015-01-16 00:00:00+00:00,209.07000732421875,221.59100341796875,199.77099609375,208.0970001220703,38421000,0.0,0.0,1421366400,-0.00832520380537527,1.5306009734334232,trending
2015-01-17 00:00:00+00:00,207.83399963378903,211.7310028076172,194.875,199.25999450683597,23469700,0.0,0.0,1421452800,-0.042465800131912146,1.530850542156703,trending
2015-01-18 00:00:00+00:00,200.0500030517578,218.69500732421875,194.5059967041016,210.3390045166016,30085100,0.0,0.0,1421539200,0.055600774441382006,1.5644345250406924,trending
2015-01-19 00:00:00+00:00,211.4709930419922,216.72799682617188,207.3179931640625,214.86099243164065,18658300,0.0,0.0,1421625600,0.021498570488300173,1.5723231157969566,trending
2015-01-20 00:00:00+00:00,212.9069976806641,215.24099731445312,205.1529998779297,211.31500244140625,24051100,0.0,0.0,1421712000,-0.016503647079460393,1.5590473115443826,trending
2015-01-21 00:00:00+00:00,211.3780059814453,227.7879943847656,211.2120056152344,226.89700317382807,29924600,0.0,0.0,1421798400,0.07373826066486888,1.6067046246458327,trending
2015-01-22 00:00:00+00:00,227.32200622558597,237.0189971923828,226.4340057373047,233.406005859375,33544600,0.0,0.0,1421884800,0.028687036825075785,1.61532046023828,trending
2015-01-23 00:00:00+00:00,233.5169982910156,234.84500122070312,225.1959991455078,232.8789978027344,24621700,0.0,0.0,1421971200,-0.0022579027249115535,1.5561242490298772,trending
2015-01-24 00:00:00+00:00,232.6999969482422,248.2100067138672,230.02200317382807,247.8470001220703,24782500,0.0,0.0,1422057600,0.06427373211222287,1.5638599015178436,trending
