time,open,high,low,close,volume,dividends,stock splits,timestamp
2023-11-01 00:00:00+00:00,38.513057708740234,67.99214935302734,37.96105194091797,59.24162292480469,65686484154,0.0,0.0,2023-11-01 00:00:00+00:00
2023-12-01 00:00:00+00:00,59.23817825317383,125.19389343261719,58.7782096862793,101.50582122802734,96652075134,0.0,0.0,2023-12-01 00:00:00+00:00
2024-01-01 00:00:00+00:00,101.51280975341797,116.88249206542969,79.06669616699219,97.0287094116211,85663698999,0.0,0.0,2024-01-01 00:00:00+00:00
2024-02-01 00:00:00+00:00,97.02484130859375,134.4656982421875,93.2807388305664,125.71151733398438,65774857231,0.0,0.0,2024-02-01 00:00:00+00:00
2024-03-01 00:00:00+00:00,125.63670349121094,209.69606018066406,109.53875732421875,202.87413024902344,180057639872,0.0,0.0,2024-03-01 00:00:00+00:00
2024-04-01 00:00:00+00:00,202.8744354248047,204.1797637939453,119.83334350585938,126.96270751953125,119806741353,0.0,0.0,2024-04-01 00:00:00+00:00
2024-05-01 00:00:00+00:00,126.9625473022461,188.49383544921875,119.38481140136719,165.63771057128906,92091937719,0.0,0.0,2024-05-01 00:00:00+00:00
2024-06-01 00:00:00+00:00,165.63772583007812,175.47531127929688,123.6693344116211,146.49249267578125,62485827625,0.0,0.0,2024-06-01 00:00:00+00:00
2024-07-01 00:00:00+00:00,146.4812774658203,193.73228454589844,122.44230651855469,171.82615661621094,83075648942,0.0,0.0,2024-07-01 00:00:00+00:00
2024-08-01 00:00:00+00:00,171.82566833496094,172.68980407714844,110.60955810546875,135.37425231933594,100993272262,0.0,0.0,2024-08-01 00:00:00+00:00
2024-09-01 00:00:00+00:00,135.37425231933594,161.62306213378906,121.05538177490234,152.61846923828125,61746399244,0.0,0.0,2024-09-01 00:00:00+00:00
2024-10-01 00:00:00+00:00,152.61846923828125,183.03944396972656,133.55316162109375,168.42999267578125,80693058892,0.0,0.0,2024-10-01 00:00:00+00:00
2024-11-01 00:00:00+00:00,168.4302215576172,263.83154296875,155.16552734375,237.74374389648438,189637241339,0.0,0.0,2024-11-01 00:00:00+00:00
2024-12-01 00:00:00+00:00,237.74383544921875,246.4186553955078,175.90516662597656,189.2644805908203,159276925291,0.0,0.0,2024-12-01 00:00:00+00:00
2025-01-01 00:00:00+00:00,189.2669219970703,294.3349609375,170.6289825439453,231.63790893554688,217282875112,0.0,0.0,2025-01-01 00:00:00+00:00
2025-02-01 00:00:00+00:00,231.64060974121094,233.86383056640625,125.74221801757812,148.03001403808594,134531484487,0.0,0.0,2025-02-01 00:00:00+00:00
2025-03-01 00:00:00+00:00,148.03021240234375,178.6346435546875,113.189208984375,124.69412994384766,118568071833,0.0,0.0,2025-03-01 00:00:00+00:00
2025-04-01 00:00:00+00:00,124.6953353881836,156.04518127441406,96.58806610107422,147.64320373535156,119767641303,0.0,0.0,2025-04-01 00:00:00+00:00
2025-05-01 00:00:00+00:00,147.6449737548828,187.27975463867188,141.6705322265625,156.63894653320312,124776649675,0.0,0.0,2025-05-01 00:00:00+00:00
2025-06-01 00:00:00+00:00,156.6378936767578,168.0181121826172,126.82627868652344,154.7353057861328,110243772447,0.0,0.0,2025-06-01 00:00:00+00:00
2025-07-01 00:00:00+00:00,154.7350311279297,205.87147521972656,145.212890625,172.42434692382812,187945151691,0.0,0.0,2025-07-01 00:00:00+00:00
2025-08-01 00:00:00+00:00,172.4171142578125,217.83670043945312,156.0843505859375,200.86354064941406,236505706313,0.0,0.0,2025-08-01 00:00:00+00:00
2025-09-01 00:00:00+00:00,200.8618621826172,253.20989990234375,191.12664794921875,208.7431182861328,234902214629,0.0,0.0,2025-09-01 00:00:00+00:00
2025-10-01 00:00:00+00:00,208.7422332763672,237.32254028320312,173.52139282226562,194.19082641601562,213605684393,0.0,0.0,2025-10-01 00:00:00+00:00
