time,open,high,low,close,volume,dividends,stock splits,timestamp
2023-10-23 00:00:00+00:00,32.461856842041016,33.30240249633789,30.797067642211914,32.822608947753906,2774564268,0.0,0.0,2023-10-23 00:00:00+00:00
2023-10-30 00:00:00+00:00,32.819034576416016,46.25090026855469,32.39456558227539,41.23860168457031,12986301282,0.0,0.0,2023-10-30 00:00:00+00:00
2023-11-06 00:00:00+00:00,41.238563537597656,63.41544723510742,39.825077056884766,56.15409851074219,17596118825,0.0,0.0,2023-11-06 00:00:00+00:00
2023-11-13 00:00:00+00:00,56.180625915527344,67.99214935302734,51.71446228027344,61.393558502197266,20981280041,0.0,0.0,2023-11-13 00:00:00+00:00
2023-11-20 00:00:00+00:00,61.370460510253906,61.370460510253906,51.55591583251953,57.6427001953125,10944469213,0.0,0.0,2023-11-20 00:00:00+00:00
2023-11-27 00:00:00+00:00,57.628868103027344,65.39625549316406,53.71446990966797,63.03996658325195,9947153379,0.0,0.0,2023-11-27 00:00:00+00:00
2023-12-04 00:00:00+00:00,63.03776931762695,77.50202178955078,59.25082778930664,74.70588684082031,18294156329,0.0,0.0,2023-12-04 00:00:00+00:00
2023-12-11 00:00:00+00:00,74.71422576904297,79.15106964111328,64.3697738647461,71.00051879882812,17131286530,0.0,0.0,2023-12-11 00:00:00+00:00
2023-12-18 00:00:00+00:00,70.93263244628906,117.38066864013672,67.33440399169922,112.48521423339844,28247140112,0.0,0.0,2023-12-18 00:00:00+00:00
2023-12-25 00:00:00+00:00,112.56411743164062,125.19389343261719,97.66864776611328,101.50582122802734,28887618709,0.0,0.0,2023-12-25 00:00:00+00:00
2024-01-01 00:00:00+00:00,101.51280975341797,116.88249206542969,88.22345733642578,89.2763442993164,22230760995,0.0,0.0,2024-01-01 00:00:00+00:00
2024-01-08 00:00:00+00:00,89.2781753540039,106.93573760986328,85.64669799804688,94.13314056396484,24098899954,0.0,0.0,2024-01-08 00:00:00+00:00
2024-01-15 00:00:00+00:00,94.03654479980469,102.92314147949219,87.48365783691406,90.84843444824219,14197778980,0.0,0.0,2024-01-15 00:00:00+00:00
2024-01-22 00:00:00+00:00,90.90369415283203,99.37737274169922,79.06669616699219,95.93798065185547,15388810594,0.0,0.0,2024-01-22 00:00:00+00:00
2024-01-29 00:00:00+00:00,95.93798065185547,106.21345520019531,93.37918853759766,95.47695922851562,17926315542,0.0,0.0,2024-01-29 00:00:00+00:00
2024-02-05 00:00:00+00:00,95.47146606445312,110.74279022216797,93.2807388305664,107.49528503417969,13417076412,0.0,0.0,2024-02-05 00:00:00+00:00
2024-02-12 00:00:00+00:00,107.49263000488281,118.3277816772461,103.60929107666016,112.17467498779297,15031180113,0.0,0.0,2024-02-12 00:00:00+00:00
2024-02-19 00:00:00+00:00,112.17882537841797,114.71797943115234,98.585205078125,103.4534912109375,12109714056,0.0,0.0,2024-02-19 00:00:00+00:00
2024-02-26 00:00:00+00:00,103.4507064819336,137.60186767578125,100.4552001953125,130.45086669921875,27398484166,0.0,0.0,2024-02-26 00:00:00+00:00
2024-03-04 00:00:00+00:00,130.42323303222656,152.4179229736328,109.53875732421875,144.5151824951172,37496454727,0.0,0.0,2024-03-04 00:00:00+00:00
2024-03-11 00:00:00+00:00,144.5144805908203,204.29254150390625,137.6329803466797,202.12356567382812,62878383016,0.0,0.0,2024-03-11 00:00:00+00:00
2024-03-18 00:00:00+00:00,202.1226043701172,209.69606018066406,163.2962646484375,183.57345581054688,46607761983,0.0,0.0,2024-03-18 00:00:00+00:00
2024-03-25 00:00:00+00:00,183.57345581054688,203.02679443359375,180.42044067382812,202.87413024902344,22714575564,0.0,0.0,2024-03-25 00:00:00+00:00
2024-04-01 00:00:00+00:00,202.8744354248047,204.1797637939453,168.23606872558594,179.6498565673828,30613491830,0.0,0.0,2024-04-01 00:00:00+00:00
2024-04-08 00:00:00+00:00,179.65069580078125,184.30287170410156,119.83334350585938,151.28494262695312,32303929438,0.0,0.0,2024-04-08 00:00:00+00:00
2024-04-15 00:00:00+00:00,151.2994384765625,155.96116638183594,126.86528015136719,148.60931396484375,30802855316,0.0,0.0,2024-04-15 00:00:00+00:00
