time,open,high,low,close,volume,timestamp,dividends,stock splits
2023-10-26 00:00:00+00:00,1787.48193359375,1815.8741455078125,1781.493408203125,1815.8741455078125,112497664,2023-10-26 00:00:00+00:00,0,0
2023-10-26 04:00:00+00:00,1816.8814697265625,1854.5411376953125,1792.099853515625,1846.0537109375,940587008,2023-10-26 04:00:00+00:00,0,0
2023-10-26 08:00:00+00:00,1849.4564208984375,1865.09521484375,1805.684814453125,1811.93359375,1188784128,2023-10-26 08:00:00+00:00,0,0
2023-10-26 12:00:00+00:00,1812.55126953125,1824.550537109375,1768.6812744140625,1778.5211181640625,461999104,2023-10-26 12:00:00+00:00,0,0
2023-10-26 16:00:00+00:00,1778.2646484375,1793.26513671875,1764.0130615234375,1792.5810546875,72496128,2023-10-26 16:00:00+00:00,0,0
2023-10-26 20:00:00+00:00,1792.8538818359375,1810.794677734375,1791.845947265625,1803.77734375,72192000,2023-10-26 20:00:00+00:00,0,0
2023-10-27 00:00:00+00:00,1803.794921875,1804.1358642578125,1775.3134765625,1790.9940185546875,96723968,2023-10-27 00:00:00+00:00,0,0
2023-10-27 04:00:00+00:00,1791.22607421875,1796.2542724609375,1777.6409912109375,1777.6409912109375,0,2023-10-27 04:00:00+00:00,0,0
2023-10-27 08:00:00+00:00,1777.365966796875,1790.9866943359375,1776.8939208984375,1781.40185546875,0,2023-10-27 08:00:00+00:00,0,0
2023-10-27 12:00:00+00:00,1781.5853271484375,1796.572265625,1771.3499755859375,1782.0419921875,0,2023-10-27 12:00:00+00:00,0,0
2023-10-27 16:00:00+00:00,1782.510009765625,1784.0609130859375,1751.4400634765625,1773.7847900390625,743705600,2023-10-27 16:00:00+00:00,0,0
2023-10-27 20:00:00+00:00,1774.0484619140625,1783.4189453125,1774.0484619140625,1780.2830810546875,0,2023-10-27 20:00:00+00:00,0,0
2023-10-28 00:00:00+00:00,1780.084228515625,1791.967529296875,1779.5338134765625,1789.7677001953125,3570176,2023-10-28 00:00:00+00:00,0,0
2023-10-28 04:00:00+00:00,1790.054443359375,1794.6734619140625,1786.50634765625,1787.78271484375,0,2023-10-28 04:00:00+00:00,0,0
2023-10-28 08:00:00+00:00,1787.9417724609375,1800.6053466796875,1786.5062255859375,1788.294677734375,169494016,2023-10-28 08:00:00+00:00,0,0
2023-10-28 12:00:00+00:00,1788.518798828125,1791.63427734375,1779.05126953125,1789.9560546875,0,2023-10-28 12:00:00+00:00,0,0
2023-10-28 16:00:00+00:00,1790.6954345703125,1790.7486572265625,1777.5550537109375,1777.5550537109375,0,2023-10-28 16:00:00+00:00,0,0
2023-10-28 20:00:00+00:00,1777.329833984375,1783.5201416015625,1773.4366455078125,1776.547607421875,0,2023-10-28 20:00:00+00:00,0,0
2023-10-29 00:00:00+00:00,1776.56396484375,1781.8695068359375,1766.052978515625,1775.1820068359375,93074432,2023-10-29 00:00:00+00:00,0,0
2023-10-29 04:00:00+00:00,1775.263916015625,1784.24658203125,1773.19189453125,1783.451171875,0,2023-10-29 04:00:00+00:00,0,0
2023-10-29 08:00:00+00:00,1783.630859375,1793.0750732421875,1783.630859375,1790.1202392578125,54913280,2023-10-29 08:00:00+00:00,0,0
2023-10-29 12:00:00+00:00,1789.394287109375,1800.4140625,1788.94091796875,1792.5836181640625,183235584,2023-10-29 12:00:00+00:00,0,0
2023-10-29 16:00:00+00:00,1792.685302734375,1807.084228515625,1788.7962646484375,1793.64306640625,425297408,2023-10-29 16:00:00+00:00,0,0
2023-10-29 20:00:00+00:00,1793.576904296875,1810.4886474609375,1793.576904296875,1795.319091796875,207534592,2023-10-29 20:00:00+00:00,0,0
2023-10-30 00:00:00+00:00,1795.589111328125,1798.586669921875,1780.508056640625,1784.02685546875,391852032,2023-10-30 00:00:00+00:00,0,0
2023-10-30 04:00:00+00:00,1783.5634765625,1792.0753173828125,1779.364501953125,1787.84326171875,298860032,2023-10-30 04:00:00+00:00,0,0
2023-10-30 08:00:00+00:00,1787.8760986328125,1827.1298828125,1785.4296875,1815.789794921875,1540789760,2023-10-30 08:00:00+00:00,0,0
2023-10-30 12:00:00+00:00,1815.5467529296875,1829.24951171875,1806.7181396484375,1819.842041015625,636067840,2023-10-30 12:00:00+00:00,0,0
2023-10-30 16:00:00+00:00,1819.9681396484375,1819.9681396484375,1784.9459228515625,1803.281005859375,591101440,2023-10-30 16:00:00+00:00,0,0
