time,open,high,low,close,volume,dividends,stock splits
2023-10-29 00:00:00+00:00,31.652101516723633,31.8135929107666,31.584949493408203,31.73801040649414,0,0.0,0.0
2023-10-29 01:00:00+00:00,31.735048294067383,31.735048294067383,31.434202194213867,31.540409088134766,4973152,0.0,0.0
2023-10-29 02:00:00+00:00,31.5406436920166,31.80617904663086,31.495403289794922,31.705286026000977,0,0.0,0.0
2023-10-29 03:00:00+00:00,31.718082427978516,31.766414642333984,31.59893798828125,31.6018009185791,0,0.0,0.0
2023-10-29 04:00:00+00:00,31.602190017700195,31.80705451965332,31.57818031311035,31.796796798706055,0,0.0,0.0
2023-10-29 05:00:00+00:00,31.796268463134766,32.06974792480469,31.796268463134766,32.06562805175781,0,0.0,0.0
2023-10-29 06:00:00+00:00,32.054359436035156,32.14345932006836,31.987449645996094,32.07337188720703,10015328,0.0,0.0
2023-10-29 07:00:00+00:00,32.0695915222168,32.31369400024414,31.96201515197754,32.287025451660156,21702080,0.0,0.0
2023-10-29 08:00:00+00:00,32.28776168823242,32.35390853881836,32.25360870361328,32.33302307128906,9401504,0.0,0.0
2023-10-29 09:00:00+00:00,32.33330535888672,32.338619232177734,32.20511245727539,32.259422302246094,453280,0.0,0.0
2023-10-29 10:00:00+00:00,32.25891876220703,32.27025604248047,32.178131103515625,32.19325637817383,1505216,0.0,0.0
2023-10-29 11:00:00+00:00,32.194679260253906,32.34662628173828,32.17835998535156,32.291954040527344,0,0.0,0.0
2023-10-29 12:00:00+00:00,32.28908157348633,32.45989990234375,32.222801208496094,32.45989990234375,0,0.0,0.0
2023-10-29 13:00:00+00:00,32.46062088012695,32.601932525634766,32.330528259277344,32.36465072631836,16887136,0.0,0.0
2023-10-29 14:00:00+00:00,32.36491012573242,32.4886589050293,32.289859771728516,32.41399383544922,3320160,0.0,0.0
2023-10-29 15:00:00+00:00,32.41433334350586,32.67119216918945,32.41433334350586,32.62111282348633,13676128,0.0,0.0
2023-10-29 16:00:00+00:00,32.621238708496094,32.86061477661133,32.595027923583984,32.69081497192383,26392640,0.0,0.0
2023-10-29 17:00:00+00:00,32.691471099853516,33.13132858276367,32.67734909057617,32.99954605102539,36772896,0.0,0.0
2023-10-29 18:00:00+00:00,32.99989318847656,33.037841796875,32.897064208984375,32.94562911987305,10663936,0.0,0.0
2023-10-29 19:00:00+00:00,32.94742965698242,33.01471710205078,32.7834587097168,33.01471710205078,10957024,0.0,0.0
2023-10-29 20:00:00+00:00,33.0130615234375,33.035011291503906,32.84199523925781,32.84199523925781,6374624,0.0,0.0
2023-10-29 21:00:00+00:00,32.84423828125,32.9051628112793,32.63441467285156,32.63446044921875,11536096,0.0,0.0
2023-10-29 22:00:00+00:00,32.62190628051758,32.99791717529297,32.610626220703125,32.99452590942383,9499968,0.0,0.0
2023-10-29 23:00:00+00:00,32.99421691894531,32.99421691894531,32.77114486694336,32.81486511230469,0,0.0,0.0
2023-10-30 00:00:00+00:00,32.819034576416016,32.980709075927734,32.604854583740234,32.62256622314453,6319776,0.0,0.0
2023-10-30 01:00:00+00:00,32.59100341796875,32.93022537231445,32.58159637451172,32.927364349365234,2487072,0.0,0.0
2023-10-30 02:00:00+00:00,32.920021057128906,33.01298141479492,32.74641418457031,33.00503921508789,18784928,0.0,0.0
2023-10-30 03:00:00+00:00,33.005523681640625,33.005523681640625,32.745826721191406,32.7460823059082,6189408,0.0,0.0
2023-10-30 04:00:00+00:00,32.74980926513672,32.965885162353516,32.74980926513672,32.77375411987305,4406464,0.0,0.0
