timestamp,price,volume,ikeda,tent,volatility,ATR,anomaly_run_1,anomaly_run_2,anomaly_run_3,anomaly_run_4,anomaly_run_5,anomaly_run_6,anomaly_run_7,anomaly_run_8,anomaly_run_9,anomaly_run_10,anomaly_run_11,anomaly_run_12,anomaly_run_13,anomaly_run_14,anomaly_run_15,anomaly_run_16,anomaly_run_17,anomaly_run_18,anomaly_run_19,anomaly_run_20,anomaly_run_21,anomaly_run_22,anomaly_run_23,anomaly_run_24,anomaly_run_25,anomaly_run_26,anomaly_run_27,anomaly_run_28,anomaly_run_29,anomaly_run_30,anomaly_run_31,anomaly_run_32,anomaly_run_33,anomaly_run_34,anomaly_run_35,anomaly_run_36,anomaly_run_37,anomaly_run_38,anomaly_run_39,anomaly_run_40,anomaly_run_41,anomaly_run_42,anomaly_run_43,anomaly_run_44,anomaly_run_45,anomaly_run_46,anomaly_run_47,anomaly_run_48,anomaly_run_49,anomaly_run_50
2024-08-29 03:05:32.701,59157.24129661261,36364794447.36397,1.0565331051558862,0.9020465441068735,0.3733918170903741,498.0261530988282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29 04:28:02.482,59201.98149280982,36848862039.914536,1.0565331051558862,0.3678603664957988,0.3718779934006948,498.0261530988282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29 05:09:38.163,59151.2373090962,37895170184.400406,1.0565331051558862,0.06052659074852847,0.3135988541751973,225.20417774376256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29 06:13:30.909,59464.74566237593,37842370027.31956,1.0565331051558862,0.447485681511382,0.23863931369035724,487.9683473098703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29 07:27:15.879,59574.06034602497,37842107123.74154,1.0565331051558862,0.12039710628726366,0.2278144856168816,597.2830309589117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29 08:08:48.147,59580.89149448093,36828428180.77595,1.0565331051558862,0.20929357264897883,0.1749263488457449,483.0485396691656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29 09:25:58.994,59683.51658964522,33814513858.856457,1.0565331051558862,0.8001790421659406,0.17306352545747905,540.4162536797885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29 10:01:53.444,59585.80074194118,32535502966.79381,1.0565331051558862,0.15547027230399751,0.19212492925668834,532.2792805490244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29 11:06:21.930,59687.22873621364,34195110486.32484,1.0565331051558862,0.1761000790833198,0.19422937197352735,535.9914271174421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29 12:07:57.984,60156.11580686031,33502466859.276867,1.0565331051558862,0.3900058962140989,0.28843090698554463,1004.8784977641117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
