time,open,high,low,close,Fast MA,Slow MA,ADX & +DI > -DI,ADX & +DI < -DI,BB Upper,BB Basis,BB Lower,Long Expansion,Short Expansion,LinReg,UpperBand,LowerBand,Long,Short,GMA fast,GMA slow,Bullish cross,Bearish cross,Plot,Final Newton value,Long Expansion,Short Expansion,Compression Score,Overbought z (eff),Oversold z (eff),z20,z50,z100,z200,Composite Z (smoothed),Long setup,Short setup,Dyn OB,Dyn OS,QAO,Buy,Sell,QVI Osc,Zero,Upper Band,Lower Band,VWMA spread (z by default),Buy,Sell,Climax Up,Climax Down,Churn,Bulls,Bears,Bias / Sentiment,Volume Band (Open),Volume Band (High,Volume Band (Low),Volume Band (Close),Price Band (Open),Price Band (High,Price Band (Low),Price Band (Close),Normalized Vol,Normalized Price,RROF Smooth,Signal Line,EoM +ve,EoM -ve,Compression +ve,Compression -ve
1748131200,107794.01,108327.68,106750,107286.33,NaN,NaN,0,0,111764.60994133557,106397.34099999994,101030.07205866431,0,0,108009.37453719022,113797.9220217508,102220.82705262964,0,0,106363.68349459012,102159.48666597181,0,0,106656.80867871591,106656.80867871591,0,0,43.050202100007425,2.065199359621328,-2.065199359621328,-0.3918456940439598,0.23543812319768345,0.7885145672133034,1.1415248390211625,0.9014288874394983,0,0,62.777157691325236,-36.859588541098475,-45.509640438082926,0,0,-0.12421435307003614,0,0.8948410098007031,-0.8948410098007031,-0.5161703650789169,0,0,0,0,0,19.76251250551721,20.137387014574188,19.05541866990237,0,12.5,0,12.5,12.5,28.502027644653644,12.5,28.502027644653644,25,-32.00405528930729,-1.8688186328080079,12.553705238818223,NaN,0,NaN,NaN
1748174400,107286.33,109371.04,106632.35,109048.68,NaN,NaN,0,0,112005.845121443,106660.45349999995,101315.0618785569,0,0,108449.73397796151,114275.92695795558,102623.54099796744,0,0,106627.04190902549,102459.3749831104,0,0,106884.60594740964,106884.60594740964,0,0,45.90010105000371,2.053769785927428,-2.053769785927428,0.09917317776822085,0.5226643041295934,0.9803010465948423,1.3026609192075005,0.9010305687274343,0,0,62.777157691325236,-36.859588541098475,12.82824443534606,0,0,-0.3152929920426598,0,0.8952411871772581,-0.8952411871772581,-0.05806958882249589,0,0,0,0,0,18.197545894882662,18.17032351320145,20.71137590491756,0,25,0,25,25,63.46815448261757,25,63.46815448261757,50,76.93630896523514,0.12801077651193773,5.220493287682089,0,NaN,NaN,NaN
1748217600,109048.41,110289.59,108706.04,109843.01,NaN,NaN,0,0,112303.6845664134,106967.27799999993,101630.87143358646,0,0,108907.591584022,114763.11394379241,103052.06922425158,0,0,106933.96718942284,102731.31294293301,0,0,107166.35871432301,107166.35871432301,0,0,47.74171719166853,2.0259415911897776,-2.0259415911897776,0.2580975787926081,0.6114442376105605,1.0358133990197285,1.3486532684471244,0.9248137364222574,0,0,62.777157691325236,-36.859588541098475,18.05102567129338,0,0,-0.3247998366661981,0,0.8953787334290161,-0.8953787334290161,0.1278104522651195,0,0,0,0,0,18.22282912566706,15.457312416525056,24.07623601868691,0,25,0,25,25,49.256141547193536,25,49.256141547193536,50,48.51228309438708,8.579878360020203,4.518368105862876,NaN,NaN,NaN,NaN
1748260800,109838.57,110474.41,108884.34,109464.32,NaN,NaN,0,0,112458.19791252277,107265.49249999996,102072.78708747716,0,0,109347.89249586777,115247.22506392607,103448.55992780946,0,0,107233.94528934524,102990.10379945781,0,0,107385.21217010177,107385.21217010177,0,0,50.0166919291676,2.010118239349755,-2.010118239349755,0.06362039439274977,0.47535609497481734,0.9348698868452707,1.2628939693262655,0.902545878438141,0,0,62.777157691325236,-36.859588541098475,-3.2981854141437297,0,0,-0.19154305552182746,0,0.8952368399164163,-0.8952368399164163,-0.08661339355394458,0,0,0,0,0,16.342598108453693,13.88558824629139,24.89082377329792,0,30,0,30,30,41.35339627367232,30,41.35339627367232,60,-22.70679254734463,7.7621237519649595,5.075741555611904,NaN,NaN,NaN,0
1748304000,109464.33,109950,107536.41,109629.01,NaN,NaN,0,0,112499.14693341739,107595.88299999994,102692.6190665825,0,0,109751.16027823694,115706.46709586502,103795.85346060887,0,0,107567.78577350454,103243.26892321231,0,0,107598.90720152065,107598.90720152065,0,0,51.98751263125047,2.007631535748672,-2.007631535748672,0.03899502055435296,0.44530083018072647,0.9084458010773081,1.2402559499855,0.8792352842003855,0,0,62.777157691325236,-33.16296164279222,-1.6506754231036354,0,0,-0.009338804360344767,0,0.8947331962649184,-0.8947331962649184,-0.07896177840709762,0,0,0,0,0,14.537086695470109,11.857827394419601,25.85660633066006,0,30,0,30,30,42.35671996181659,30,42.35671996181659,60,24.713439923633178,10.16288865494898,7.065985085525414,NaN,NaN,0,NaN
1748347200,109630.64,110829.42,108622.72,108978.46,NaN,NaN,0,0,112375.8913372177,107886.75249999994,103397.61366278218,0,0,110108.9267465565,116143.96973700734,104073.88375610567,0,0,107863.24221376718,103485.47870375936,0,0,107730.29318232821,107730.29318232821,0,0,53.07708964895856,2.0062918857856915,-2.0062918857856915,-0.22132359466859503,0.26173043701101817,0.7755947279991484,1.1289191213243899,0.8132332508366747,0,0,62.777157691325236,-32.50159698354837,-28.97240275839352,0,0,0.010137750567285662,0,0.893369624084755,-0.893369624084755,-0.3275766267815172,0,0,0,0,1,12.183308189801721,12.852036733172648,21.754980796764283,0,50,0,50,50,69.12381051304541,50,69.12381051304541,100,-38.24762102609083,-2.492742093477245,4.584132193657128,NaN,NaN,NaN,0
1748390400,108978.45,109344.89,108317.5,108916.32,NaN,NaN,0,0,112242.6804431923,108140.72549999997,104038.77055680765,0,0,110419.08615013777,116522.32126713662,104315.85103313891,0,0,108121.12130513022,103747.71699383986,0,0,107843.24811734457,107843.24811734457,0,0,54.87187815781262,1.9735379310480075,-1.9735379310480075,-0.296223523741705,0.19383153225121474,0.7240921524314275,1.0863935188639524,0.7511283288284423,0,0,62.777157691325236,-30.896157783291166,-26.45570977969777,0,1,-0.14709824822397147,0,0.8894055365933347,-0.8894055365933347,-0.3815139647463517,0,0,0,0,0,10.291565039737316,12.37229318450992,18.30302761854614,0,25,0,25,25,30.355981710148246,25,30.355981710148246,50,-10.711963420296494,-9.358054225007232,-0.14456317800987176,NaN,NaN,NaN,0
1748433600,108916.33,109099,106790.16,107819.29,NaN,NaN,0,0,112241.95193734718,108208.01699999995,104174.08206265271,0,0,110688.09668319568,116912.27428884382,104463.91907754753,0,0,108189.04719904516,103991.92296511278,0,0,107840.96639188318,107840.96639188318,0,0,55.97760574557297,1.9800992861165814,-1.9800992861165814,-0.6694026496150937,-0.07116314474873528,0.5353102625747286,0.9301030886768463,0.6378536603052637,0,0,62.777157691325236,-30.896157783291166,-45.361513948016416,0,0,-0.3428176031699446,0,0.8813782055041627,-0.8813782055041627,-0.7654874042010754,0,0,0,0,0,8.380467712123615,13.942091628507962,12.083846805689106,0,40,0,40,40,61.728527991312916,40,61.728527991312916,80,-43.45705598262583,-24.79516064141806,-9.38655635504587,NaN,NaN,NaN,NaN
1748476800,107819.26,108943.35,107000,108816.44,NaN,NaN,0,0,111746.02590572725,108499.88849999996,105253.75109427267,0,0,110987.58276446295,117310.8635489883,104664.30197993759,0,0,108487.72101066592,104265.22615054186,0,0,107933.86864027526,107933.86864027526,0,0,61.947136206119815,1.9653098357061833,-1.9653098357061833,-0.38347971332830294,0.0791256460433885,0.6314099321194501,1.0095043616059032,0.6041931826387709,0,0,62.777157691325236,-30.165983224939673,-8.425203526921845,1,0,-0.4083084919517178,0,0.8692849295562912,-0.8692849295562912,-0.5425192302484838,0,0,0,0,0,9.647457858444044,13.630427273746044,11.80202206389395,0,25,0,25,25,58.080288906135834,25,58.080288906135834,50,66.16057781227167,-17.553647709037566,-13.989709287859151,0,NaN,NaN,NaN
1748520000,108816.43,108848.48,105315,105572.58,NaN,NaN,0,0,111751.63860304597,108497.70849999995,105243.77839695393,0,0,111157.64325344366,117711.15226572775,104604.13424115957,0,0,108485.48130061822,104501.56806354421,0,0,107708.9840078681,104591.45100000002,0,0,62.43190143639324,2.0229705142723384,-2.0229705142723384,-1.3959357583414356,-0.6079005602679286,0.15036205262006297,0.6137725205525882,0.39542901367716116,0,0,62.777157691325236,-30.165983224939673,-79.74034403278561,0,0,-0.7002980336339236,0,0.8573177516613315,-0.8573177516613315,-1.600440457902187,0,0,0,1,0,9.776418076635467,20.830138491341618,2.9660842155046274,0,50,0,50,50,96.03573774448436,50,96.03573774448436,100,-92.07147548896874,-32.788661890488164,-21.9834821837558,NaN,NaN,NaN,NaN
